1,31571110,신청곡 (Feat. SUGA of BTS),이소라,80452,10244499,신청곡 (Feat. SUGA of BTS)
2,31532643,넘쳐흘러,엠씨더맥스,84244,10238710,Circular
3,31565593,초록빛,폴킴,50069,10243480,초록빛
4,31532438,벌써 12시,청하,79918,10238683,벌써 12시
5,31554317,띵 (Prod. By 기리보이),"Jvcki Wai,영비 (Young B),Osshun Gum,한요한",54755,10241866,Dingo X Indigo Music
6,31477685,180도,벤,121202,10230497,180˚
7,31406357,신용재,하은 (라코스테남),83806,10219644,신용재
8,31417871,SOLO,제니 (JENNIE),160987,10221424,SOLO
9,31388145,너를 만나,폴킴,162674,10217134,너를 만나
10,31448480,아낙네,MINO (송민호),143041,10226163,XX
11,31506637,MILLIONS,WINNER,103826,10234872,MILLIONS
12,31570736,Home,세븐틴,38715,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
13,31492319,Love Shot,EXO,122606,10232781,LOVE SHOT - The 5th Album Repackage
14,31455159,너도 그냥 날 놓아주면 돼,윤건,45634,10227145,너도 그냥 날 놓아주면 돼
15,30962526,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,236578,10149492,`키스 먼저 할까요?` OST Part.3
16,31403163,YES or YES,TWICE (트와이스),116864,10219298,YES or YES
17,31373277,내 생에 아름다운,케이윌,92434,10214874,뷰티 인사이드 OST Part.4
18,31266290,IDOL,방탄소년단,216128,10197480,LOVE YOURSELF 結 `Answer`
19,31399721,Tempo,EXO,168316,10218750,DON`T MESS UP MY TEMPO - The 5th Album
20,31556500,해야 (Sunrise),여자친구 (GFRIEND),32708,10242169,여자친구 The 2nd Album `Time for us`
21,31453551,흔한 이별,허각,38909,10226943,흔한 이별
22,31346009,삐삐,아이유,205217,10210535,삐삐
23,31542508,%%(응응),Apink (에이핑크),27253,10239951,PERCENT
24,31304766,이별하러 가는 길,임한별,72661,10203965,이별하러 가는 길
25,31314144,가을 타나 봐,바이브,113422,10205439,가을 타나 봐
26,31417922,아름답고도 아프구나,비투비,122293,10215293,HOUR MOMENT
27,31402611,"thank u, next",Ariana Grande,85051,10219179,"thank u, next"
28,31356458,고백,양다일,99300,10212203,고백
29,31495659,첫눈에,헤이즈 (Heize),51608,10233243,첫눈에
30,31570735,Good to Me,세븐틴,24766,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
31,31151836,Way Back Home,숀 (SHAUN),250737,10179508,Take
32,31085237,FAKE LOVE,방탄소년단,269932,10168559,LOVE YOURSELF 轉 `Tear`
33,31570740,숨이 차,세븐틴,22919,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
34,31570737,포옹,세븐틴,23576,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
35,30244931,봄날,방탄소년단,379275,10037969,YOU NEVER WALK ALONE
36,31062863,열애중,벤,149485,10164839,RECIPE
37,31316695,하루도 그대를 사랑하지 않은 적이 없었다,임창정,136711,10205805,하루도 그대를 사랑하지 않은 적이 없었다
38,31570738,칠리,세븐틴,21880,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
39,31570739,Shhh,세븐틴,21540,10244395,SEVENTEEN 6TH MINI ALBUM `YOU MADE MY DAWN`
40,31486544,We all lie,하진,48039,10231822,SKY 캐슬 OST Part.4
41,31189085,어쩌나,세븐틴,74456,10185387,SEVENTEEN 5TH MINI ALBUM `YOU MAKE MY DAY`
42,31433084,봄바람,Wanna One (워너원),126133,10223837,1¹¹=1 (POWER OF DESTINY)
43,31532642,사계 (하루살이),엠씨더맥스,23144,10238710,Circular
44,31340985,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1,Kid Milli,루피(Loopy)",121422,10209647,쇼미더머니 777 Episode 1
45,31266289,I`m Fine,방탄소년단,158914,10197480,LOVE YOURSELF 結 `Answer`
46,31575356,Heu ! (Full Ver.),수퍼비,15207,10244998,Heu ! (Full Ver.)
47,30637982,DNA,방탄소년단,335846,10097112,LOVE YOURSELF 承 `Her`
48,31388213,라비앙로즈 (La Vie en Rose),IZ*ONE (아이즈원),80523,10217163,COLOR*IZ
49,30699142,지나오다,닐로 (Nilo),192915,10106853,About You
50,31266291,Answer : Love Myself,방탄소년단,132894,10197480,LOVE YOURSELF 結 `Answer`
51,31266282,Euphoria,방탄소년단,152577,10197480,LOVE YOURSELF 結 `Answer`
52,31131273,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,203289,10176415,SQUARE UP
53,31244486,A-TEEN,세븐틴,85424,10194044,A-TEEN Part.3
54,8252573,아주 NICE,세븐틴,90991,2695228,Love&Letter Repackage Album
55,31133898,너 없인 안 된다,비투비,150994,10175106,THIS IS US
56,31524320,그때가 좋았어,케이시 (Kassy),21336,10237420,그때가 좋았어
57,31403156,너는 어땠을까,노을,39318,10219296,별
58,31510409,알았다면,장덕철,22439,10235477,알았다면
59,31085238,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,192662,10168559,LOVE YOURSELF 轉 `Tear`
60,30314784,밤편지,아이유,304998,10047890,밤편지
61,8235260,비,폴킴,184759,2692501,비
62,30809895,미안해,양다일,143215,10123639,inside
63,31175119,Dance The Night Away,TWICE (트와이스),139187,10183127,Summer Nights
64,31286161,사이렌 (Siren),선미,110674,10200838,WARNING
65,30672529,그리워하다,비투비,219555,10102658,Brother Act.
66,31302310,헤어지는 중,펀치 (Punch),98985,10203500,헤어지는 중
67,31314142,우리 그만하자,로이킴,122394,10205438,우리 그만하자
68,31470006,행복,오반,46288,10229387,행복
69,31526249,습관 (Bad Habits),숀 (SHAUN),19845,10237804,안녕
70,31492321,트라우마 (Trauma),EXO,67362,10232781,LOVE SHOT - The 5th Album Repackage
71,31266288,Epiphany,방탄소년단,121108,10197480,LOVE YOURSELF 結 `Answer`
72,31344113,시간이 들겠지 (Feat. Colde),로꼬,97352,10210198,시간이 들겠지
73,30568338,에너제틱 (Energetic),Wanna One (워너원),286837,10085951,1X1=1(TO BE ONE)
74,31085244,Anpanman,방탄소년단,149939,10168559,LOVE YOURSELF 轉 `Tear`
75,30669593,가을 안부,먼데이 키즈 (Monday Kiz),126866,10102177,가을 안부
76,31492322,Wait,EXO,68235,10232781,LOVE SHOT - The 5th Album Repackage
77,31399726,Gravity,EXO,96059,10218750,DON`T MESS UP MY TEMPO - The 5th Album
78,30806536,Universe,EXO,186044,10122917,"Universe - 겨울 스페셜 앨범, 2017"
79,31399725,닿은 순간 (Ooh La La La),EXO,93409,10218750,DON`T MESS UP MY TEMPO - The 5th Album
80,31219546,flex (Prod. By 기리보이),"기리보이,Kid Milli,NO:EL,스윙스",108257,10189965,Dingo X Indigo Music
81,31331745,이별길 (GOODBYE ROAD),iKON,84909,10208358,NEW KIDS : THE FINAL
82,30859584,사랑을 했다 (LOVE SCENARIO),iKON,279592,10132945,Return
83,3087601,Bohemian Rhapsody (2011 Remaster),Queen,89860,1123959,Greatest Hits (2011 Remaster)
84,31551385,"길 (Song by 아이유, 헨리, 조현아, 양다일)",god,26053,10241365,THEN & NOW
85,31399728,24/7,EXO,92100,10218750,DON`T MESS UP MY TEMPO - The 5th Album
86,31266286,Trivia 轉 : Seesaw,방탄소년단,115718,10197480,LOVE YOURSELF 結 `Answer`
87,31144690,IndiGO,"저스디스 (JUSTHIS),Kid Milli,NO:EL,영비 (Young B)",90631,10178566,IM
88,31399724,Sign,EXO,90193,10218750,DON`T MESS UP MY TEMPO - The 5th Album
89,31573334,사랑 이딴 거,임한별,6807,10244754,사랑 이딴 거
90,31399731,여기 있을게 (Smile On My Face),EXO,87225,10218750,DON`T MESS UP MY TEMPO - The 5th Album
91,30725482,Beautiful,Wanna One (워너원),235272,10111029,1-1=0 (NOTHING WITHOUT YOU)
92,31399730,Damage,EXO,83755,10218750,DON`T MESS UP MY TEMPO - The 5th Album
93,31399722,오아시스 (Oasis),EXO,86742,10218750,DON`T MESS UP MY TEMPO - The 5th Album
94,31399729,후폭풍 (Bad Dream),EXO,83633,10218750,DON`T MESS UP MY TEMPO - The 5th Album
95,31399727,가끔 (With You),EXO,84935,10218750,DON`T MESS UP MY TEMPO - The 5th Album
96,31568442,No Question,"매드클라운,스텔라장 (Stella Jang)",14927,10243997,No Question
97,30884950,그때 헤어지면 돼,로이킴,192437,10137574,그때 헤어지면 돼
98,31569905,이별을 걷다 (A Walk To Goodbye),황치열,7381,10244259,The Four Seasons
99,31575470,눈송이,"오반,빈첸 (VINXEN)",6506,10245013,눈송이
100,30960341,BOOMERANG (부메랑),Wanna One (워너원),144340,10144723,0+1=1 (I PROMISE YOU)
